freq,statinfo,rskpovth,sex,age,unit,geo,time,value
A,MED_EI,B_60,T,TOTAL,PC,AL,2017,27.1
A,MED_EI,B_60,T,TOTAL,PC,AL,2018,26.3
A,MED_EI,B_60,T,TOTAL,PC,AL,2019,26.1
A,MED_EI,B_60,T,TOTAL,PC,AL,2020,24.8
A,MED_EI,B_60,T,TOTAL,PC,AL,2021,25.2
A,MED_EI,B_60,T,TOTAL,PC,AL,2022,24.5
A,MED_EI,B_60,T,TOTAL,PC,AL,2023,23.3
A,MED_EI,B_60,T,TOTAL,PC,AL,2024,22.7
A,MED_EI,B_60,T,TOTAL,PC,AT,1995,24.0
A,MED_EI,B_60,T,TOTAL,PC,AT,1996,25.0
A,MED_EI,B_60,T,TOTAL,PC,AT,1997,24.0
A,MED_EI,B_60,T,TOTAL,PC,AT,1998,24.0
A,MED_EI,B_60,T,TOTAL,PC,AT,1999,23.0
A,MED_EI,B_60,T,TOTAL,PC,AT,2000,22.0
A,MED_EI,B_60,T,TOTAL,PC,AT,2001,22.0
A,MED_EI,B_60,T,TOTAL,PC,AT,2003,24.6
A,MED_EI,B_60,T,TOTAL,PC,AT,2004,25.8
A,MED_EI,B_60,T,TOTAL,PC,AT,2005,25.5
A,MED_EI,B_60,T,TOTAL,PC,AT,2006,25.1
A,MED_EI,B_60,T,TOTAL,PC,AT,2007,24.7
A,MED_EI,B_60,T,TOTAL,PC,AT,2008,25.9
A,MED_EI,B_60,T,TOTAL,PC,AT,2009,25.3
A,MED_EI,B_60,T,TOTAL,PC,AT,2010,26.0
A,MED_EI,B_60,T,TOTAL,PC,AT,2011,27.1
A,MED_EI,B_60,T,TOTAL,PC,AT,2012,25.8
A,MED_EI,B_60,T,TOTAL,PC,AT,2013,25.9
A,MED_EI,B_60,T,TOTAL,PC,AT,2014,25.4
A,MED_EI,B_60,T,TOTAL,PC,AT,2015,25.6
A,MED_EI,B_60,T,TOTAL,PC,AT,2016,26.3
A,MED_EI,B_60,T,TOTAL,PC,AT,2017,24.9
A,MED_EI,B_60,T,TOTAL,PC,AT,2018,25.2
A,MED_EI,B_60,T,TOTAL,PC,AT,2019,26.2
A,MED_EI,B_60,T,TOTAL,PC,AT,2020,23.6
A,MED_EI,B_60,T,TOTAL,PC,AT,2021,26.3
A,MED_EI,B_60,T,TOTAL,PC,AT,2022,25.5
A,MED_EI,B_60,T,TOTAL,PC,AT,2023,24.5
A,MED_EI,B_60,T,TOTAL,PC,AT,2024,24.1
A,MED_EI,B_60,T,TOTAL,PC,AT,2025,24.4
A,MED_EI,B_60,T,TOTAL,PC,BE,1995,27.0
A,MED_EI,B_60,T,TOTAL,PC,BE,1996,27.0
A,MED_EI,B_60,T,TOTAL,PC,BE,1997,26.0
A,MED_EI,B_60,T,TOTAL,PC,BE,1998,25.0
A,MED_EI,B_60,T,TOTAL,PC,BE,1999,24.0
A,MED_EI,B_60,T,TOTAL,PC,BE,2000,23.0
A,MED_EI,B_60,T,TOTAL,PC,BE,2001,23.0
A,MED_EI,B_60,T,TOTAL,PC,BE,2003,29.1
A,MED_EI,B_60,T,TOTAL,PC,BE,2004,27.8
A,MED_EI,B_60,T,TOTAL,PC,BE,2005,28.3
A,MED_EI,B_60,T,TOTAL,PC,BE,2006,26.8
A,MED_EI,B_60,T,TOTAL,PC,BE,2007,27.5
A,MED_EI,B_60,T,TOTAL,PC,BE,2008,27.0
A,MED_EI,B_60,T,TOTAL,PC,BE,2009,26.7
A,MED_EI,B_60,T,TOTAL,PC,BE,2010,26.7
A,MED_EI,B_60,T,TOTAL,PC,BE,2011,27.8
A,MED_EI,B_60,T,TOTAL,PC,BE,2012,27.7
A,MED_EI,B_60,T,TOTAL,PC,BE,2013,26.3
A,MED_EI,B_60,T,TOTAL,PC,BE,2014,27.5
A,MED_EI,B_60,T,TOTAL,PC,BE,2015,26.7
A,MED_EI,B_60,T,TOTAL,PC,BE,2016,26.5
A,MED_EI,B_60,T,TOTAL,PC,BE,2017,26.5
A,MED_EI,B_60,T,TOTAL,PC,BE,2018,25.3
A,MED_EI,B_60,T,TOTAL,PC,BE,2019,25.4
A,MED_EI,B_60,T,TOTAL,PC,BE,2020,25.6
A,MED_EI,B_60,T,TOTAL,PC,BE,2021,27.3
A,MED_EI,B_60,T,TOTAL,PC,BE,2022,25.7
A,MED_EI,B_60,T,TOTAL,PC,BE,2023,24.8
A,MED_EI,B_60,T,TOTAL,PC,BE,2024,24.3
A,MED_EI,B_60,T,TOTAL,PC,BE,2025,23.0
A,MED_EI,B_60,T,TOTAL,PC,BG,2006,24.7
A,MED_EI,B_60,T,TOTAL,PC,BG,2007,25.5
A,MED_EI,B_60,T,TOTAL,PC,BG,2008,27.1
A,MED_EI,B_60,T,TOTAL,PC,BG,2009,26.4
A,MED_EI,B_60,T,TOTAL,PC,BG,2010,27.1
A,MED_EI,B_60,T,TOTAL,PC,BG,2011,27.4
A,MED_EI,B_60,T,TOTAL,PC,BG,2012,25.9
A,MED_EI,B_60,T,TOTAL,PC,BG,2013,26.7
A,MED_EI,B_60,T,TOTAL,PC,BG,2014,27.3
A,MED_EI,B_60,T,TOTAL,PC,BG,2015,28.4
A,MED_EI,B_60,T,TOTAL,PC,BG,2016,27.9
A,MED_EI,B_60,T,TOTAL,PC,BG,2017,29.2
A,MED_EI,B_60,T,TOTAL,PC,BG,2018,29.5
A,MED_EI,B_60,T,TOTAL,PC,BG,2019,29.6
A,MED_EI,B_60,T,TOTAL,PC,BG,2020,29.9
A,MED_EI,B_60,T,TOTAL,PC,BG,2021,31.5
A,MED_EI,B_60,T,TOTAL,PC,BG,2022,30.3
A,MED_EI,B_60,T,TOTAL,PC,BG,2023,28.5
A,MED_EI,B_60,T,TOTAL,PC,BG,2024,30.0
A,MED_EI,B_60,T,TOTAL,PC,BG,2025,29.0
A,MED_EI,B_60,T,TOTAL,PC,CH,2007,22.7
A,MED_EI,B_60,T,TOTAL,PC,CH,2008,22.2
A,MED_EI,B_60,T,TOTAL,PC,CH,2009,22.6
A,MED_EI,B_60,T,TOTAL,PC,CH,2010,22.9
A,MED_EI,B_60,T,TOTAL,PC,CH,2011,23.4
A,MED_EI,B_60,T,TOTAL,PC,CH,2012,23.4
A,MED_EI,B_60,T,TOTAL,PC,CH,2013,22.8
A,MED_EI,B_60,T,TOTAL,PC,CH,2014,24.3
A,MED_EI,B_60,T,TOTAL,PC,CH,2015,24.9
A,MED_EI,B_60,T,TOTAL,PC,CH,2016,24.7
A,MED_EI,B_60,T,TOTAL,PC,CH,2017,24.5
A,MED_EI,B_60,T,TOTAL,PC,CH,2018,24.2
A,MED_EI,B_60,T,TOTAL,PC,CH,2019,24.1
A,MED_EI,B_60,T,TOTAL,PC,CH,2020,24.4
A,MED_EI,B_60,T,TOTAL,PC,CH,2021,24.5
A,MED_EI,B_60,T,TOTAL,PC,CH,2022,25.0
A,MED_EI,B_60,T,TOTAL,PC,CH,2023,25.0
A,MED_EI,B_60,T,TOTAL,PC,CH,2024,24.2
A,MED_EI,B_60,T,TOTAL,PC,CY,2005,21.7
A,MED_EI,B_60,T,TOTAL,PC,CY,2006,21.6
A,MED_EI,B_60,T,TOTAL,PC,CY,2007,21.0
A,MED_EI,B_60,T,TOTAL,PC,CY,2008,22.9
A,MED_EI,B_60,T,TOTAL,PC,CY,2009,23.6
A,MED_EI,B_60,T,TOTAL,PC,CY,2010,23.5
A,MED_EI,B_60,T,TOTAL,PC,CY,2011,23.5
A,MED_EI,B_60,T,TOTAL,PC,CY,2012,23.5
A,MED_EI,B_60,T,TOTAL,PC,CY,2013,24.3
A,MED_EI,B_60,T,TOTAL,PC,CY,2014,24.6
A,MED_EI,B_60,T,TOTAL,PC,CY,2015,25.4
A,MED_EI,B_60,T,TOTAL,PC,CY,2016,25.0
A,MED_EI,B_60,T,TOTAL,PC,CY,2017,24.5
A,MED_EI,B_60,T,TOTAL,PC,CY,2018,24.2
A,MED_EI,B_60,T,TOTAL,PC,CY,2019,22.3
A,MED_EI,B_60,T,TOTAL,PC,CY,2020,22.7
A,MED_EI,B_60,T,TOTAL,PC,CY,2021,21.8
A,MED_EI,B_60,T,TOTAL,PC,CY,2022,21.3
A,MED_EI,B_60,T,TOTAL,PC,CY,2023,21.3
A,MED_EI,B_60,T,TOTAL,PC,CY,2024,21.0
A,MED_EI,B_60,T,TOTAL,PC,CY,2025,21.7
A,MED_EI,B_60,T,TOTAL,PC,CZ,2001,18.0
A,MED_EI,B_60,T,TOTAL,PC,CZ,2005,21.2
A,MED_EI,B_60,T,TOTAL,PC,CZ,2006,21.6
A,MED_EI,B_60,T,TOTAL,PC,CZ,2007,20.1
A,MED_EI,B_60,T,TOTAL,PC,CZ,2008,20.0
A,MED_EI,B_60,T,TOTAL,PC,CZ,2009,17.9
A,MED_EI,B_60,T,TOTAL,PC,CZ,2010,18.1
A,MED_EI,B_60,T,TOTAL,PC,CZ,2011,18.0
A,MED_EI,B_60,T,TOTAL,PC,CZ,2012,17.6
A,MED_EI,B_60,T,TOTAL,PC,CZ,2013,16.6
A,MED_EI,B_60,T,TOTAL,PC,CZ,2014,17.2
A,MED_EI,B_60,T,TOTAL,PC,CZ,2015,16.8
A,MED_EI,B_60,T,TOTAL,PC,CZ,2016,16.3
A,MED_EI,B_60,T,TOTAL,PC,CZ,2017,15.8
A,MED_EI,B_60,T,TOTAL,PC,CZ,2018,15.6
A,MED_EI,B_60,T,TOTAL,PC,CZ,2019,16.6
A,MED_EI,B_60,T,TOTAL,PC,CZ,2020,16.0
A,MED_EI,B_60,T,TOTAL,PC,CZ,2021,16.1
A,MED_EI,B_60,T,TOTAL,PC,CZ,2022,17.0
A,MED_EI,B_60,T,TOTAL,PC,CZ,2023,16.2
A,MED_EI,B_60,T,TOTAL,PC,CZ,2024,16.0
A,MED_EI,B_60,T,TOTAL,PC,CZ,2025,16.0
A,MED_EI,B_60,T,TOTAL,PC,DE,1995,22.0
A,MED_EI,B_60,T,TOTAL,PC,DE,1996,22.0
A,MED_EI,B_60,T,TOTAL,PC,DE,1997,22.0
A,MED_EI,B_60,T,TOTAL,PC,DE,1998,22.0
A,MED_EI,B_60,T,TOTAL,PC,DE,1999,21.0
A,MED_EI,B_60,T,TOTAL,PC,DE,2000,20.0
A,MED_EI,B_60,T,TOTAL,PC,DE,2001,21.0
A,MED_EI,B_60,T,TOTAL,PC,DE,2005,23.1
A,MED_EI,B_60,T,TOTAL,PC,DE,2006,25.7
A,MED_EI,B_60,T,TOTAL,PC,DE,2007,24.8
A,MED_EI,B_60,T,TOTAL,PC,DE,2008,24.2
A,MED_EI,B_60,T,TOTAL,PC,DE,2009,24.1
A,MED_EI,B_60,T,TOTAL,PC,DE,2010,24.2
A,MED_EI,B_60,T,TOTAL,PC,DE,2011,25.1
A,MED_EI,B_60,T,TOTAL,PC,DE,2012,24.3
A,MED_EI,B_60,T,TOTAL,PC,DE,2013,24.4
A,MED_EI,B_60,T,TOTAL,PC,DE,2014,25.0
A,MED_EI,B_60,T,TOTAL,PC,DE,2015,25.1
A,MED_EI,B_60,T,TOTAL,PC,DE,2016,25.3
A,MED_EI,B_60,T,TOTAL,PC,DE,2017,24.1
A,MED_EI,B_60,T,TOTAL,PC,DE,2018,24.0
A,MED_EI,B_60,T,TOTAL,PC,DE,2019,23.2
A,MED_EI,B_60,T,TOTAL,PC,DE,2020,24.6
A,MED_EI,B_60,T,TOTAL,PC,DE,2021,26.8
A,MED_EI,B_60,T,TOTAL,PC,DE,2022,25.6
A,MED_EI,B_60,T,TOTAL,PC,DE,2023,24.7
A,MED_EI,B_60,T,TOTAL,PC,DE,2024,24.1
A,MED_EI,B_60,T,TOTAL,PC,DE,2025,24.4
A,MED_EI,B_60,T,TOTAL,PC,DK,2001,29.0
A,MED_EI,B_60,T,TOTAL,PC,DK,2003,31.5
A,MED_EI,B_60,T,TOTAL,PC,DK,2004,29.9
A,MED_EI,B_60,T,TOTAL,PC,DK,2005,29.9
A,MED_EI,B_60,T,TOTAL,PC,DK,2006,28.0
A,MED_EI,B_60,T,TOTAL,PC,DK,2007,27.1
A,MED_EI,B_60,T,TOTAL,PC,DK,2008,27.8
A,MED_EI,B_60,T,TOTAL,PC,DK,2009,31.2
A,MED_EI,B_60,T,TOTAL,PC,DK,2010,29.1
A,MED_EI,B_60,T,TOTAL,PC,DK,2011,27.9
A,MED_EI,B_60,T,TOTAL,PC,DK,2012,27.4
A,MED_EI,B_60,T,TOTAL,PC,DK,2013,27.8
A,MED_EI,B_60,T,TOTAL,PC,DK,2014,26.9
A,MED_EI,B_60,T,TOTAL,PC,DK,2015,25.8
A,MED_EI,B_60,T,TOTAL,PC,DK,2016,24.9
A,MED_EI,B_60,T,TOTAL,PC,DK,2017,25.3
A,MED_EI,B_60,T,TOTAL,PC,DK,2018,24.1
A,MED_EI,B_60,T,TOTAL,PC,DK,2019,23.7
A,MED_EI,B_60,T,TOTAL,PC,DK,2020,25.4
A,MED_EI,B_60,T,TOTAL,PC,DK,2021,26.7
A,MED_EI,B_60,T,TOTAL,PC,DK,2022,25.0
A,MED_EI,B_60,T,TOTAL,PC,DK,2023,24.3
A,MED_EI,B_60,T,TOTAL,PC,DK,2024,23.4
A,MED_EI,B_60,T,TOTAL,PC,DK,2025,24.5
A,MED_EI,B_60,T,TOTAL,PC,EA,2005,24.4
A,MED_EI,B_60,T,TOTAL,PC,EA,2006,24.7
A,MED_EI,B_60,T,TOTAL,PC,EA,2007,24.6
A,MED_EI,B_60,T,TOTAL,PC,EA,2008,24.2
A,MED_EI,B_60,T,TOTAL,PC,EA,2009,24.3
A,MED_EI,B_60,T,TOTAL,PC,EA,2010,25.1
A,MED_EI,B_60,T,TOTAL,PC,EA,2011,25.7
A,MED_EI,B_60,T,TOTAL,PC,EA,2012,25.2
A,MED_EI,B_60,T,TOTAL,PC,EA,2013,25.5
A,MED_EI,B_60,T,TOTAL,PC,EA,2014,25.7
A,MED_EI,B_60,T,TOTAL,PC,EA,2015,25.7
A,MED_EI,B_60,T,TOTAL,PC,EA,2016,25.7
A,MED_EI,B_60,T,TOTAL,PC,EA,2017,25.0
A,MED_EI,B_60,T,TOTAL,PC,EA,2018,24.9
A,MED_EI,B_60,T,TOTAL,PC,EA,2019,24.4
A,MED_EI,B_60,T,TOTAL,PC,EA,2020,25.2
A,MED_EI,B_60,T,TOTAL,PC,EA,2021,27.3
A,MED_EI,B_60,T,TOTAL,PC,EA,2022,26.1
A,MED_EI,B_60,T,TOTAL,PC,EA,2023,25.4
A,MED_EI,B_60,T,TOTAL,PC,EA,2024,25.1
A,MED_EI,B_60,T,TOTAL,PC,EA21,2025,25.1
A,MED_EI,B_60,T,TOTAL,PC,EE,2000,26.0
A,MED_EI,B_60,T,TOTAL,PC,EE,2001,25.0
A,MED_EI,B_60,T,TOTAL,PC,EE,2002,25.0
A,MED_EI,B_60,T,TOTAL,PC,EE,2004,26.2
A,MED_EI,B_60,T,TOTAL,PC,EE,2005,24.2
A,MED_EI,B_60,T,TOTAL,PC,EE,2006,24.6
A,MED_EI,B_60,T,TOTAL,PC,EE,2007,25.2
A,MED_EI,B_60,T,TOTAL,PC,EE,2008,24.7
A,MED_EI,B_60,T,TOTAL,PC,EE,2009,25.9
A,MED_EI,B_60,T,TOTAL,PC,EE,2010,24.9
A,MED_EI,B_60,T,TOTAL,PC,EE,2011,24.9
A,MED_EI,B_60,T,TOTAL,PC,EE,2012,24.8
A,MED_EI,B_60,T,TOTAL,PC,EE,2013,25.4
A,MED_EI,B_60,T,TOTAL,PC,EE,2014,28.4
A,MED_EI,B_60,T,TOTAL,PC,EE,2015,27.8
A,MED_EI,B_60,T,TOTAL,PC,EE,2016,28.9
A,MED_EI,B_60,T,TOTAL,PC,EE,2017,28.9
A,MED_EI,B_60,T,TOTAL,PC,EE,2018,29.9
A,MED_EI,B_60,T,TOTAL,PC,EE,2019,30.2
A,MED_EI,B_60,T,TOTAL,PC,EE,2020,30.3
A,MED_EI,B_60,T,TOTAL,PC,EE,2021,29.7
A,MED_EI,B_60,T,TOTAL,PC,EE,2022,31.7
A,MED_EI,B_60,T,TOTAL,PC,EE,2023,31.1
A,MED_EI,B_60,T,TOTAL,PC,EE,2024,29.5
A,MED_EI,B_60,T,TOTAL,PC,EE,2025,27.7
A,MED_EI,B_60,T,TOTAL,PC,EL,1995,23.0
A,MED_EI,B_60,T,TOTAL,PC,EL,1996,22.0
A,MED_EI,B_60,T,TOTAL,PC,EL,1997,23.0
A,MED_EI,B_60,T,TOTAL,PC,EL,1998,22.0
A,MED_EI,B_60,T,TOTAL,PC,EL,1999,22.0
A,MED_EI,B_60,T,TOTAL,PC,EL,2000,22.0
A,MED_EI,B_60,T,TOTAL,PC,EL,2001,23.0
A,MED_EI,B_60,T,TOTAL,PC,EL,2003,23.7
A,MED_EI,B_60,T,TOTAL,PC,EL,2004,22.5
A,MED_EI,B_60,T,TOTAL,PC,EL,2005,22.6
A,MED_EI,B_60,T,TOTAL,PC,EL,2006,23.4
A,MED_EI,B_60,T,TOTAL,PC,EL,2007,23.7
A,MED_EI,B_60,T,TOTAL,PC,EL,2008,23.3
A,MED_EI,B_60,T,TOTAL,PC,EL,2009,22.7
A,MED_EI,B_60,T,TOTAL,PC,EL,2010,23.8
A,MED_EI,B_60,T,TOTAL,PC,EL,2011,24.8
A,MED_EI,B_60,T,TOTAL,PC,EL,2012,26.8
A,MED_EI,B_60,T,TOTAL,PC,EL,2013,28.0
A,MED_EI,B_60,T,TOTAL,PC,EL,2014,26.0
A,MED_EI,B_60,T,TOTAL,PC,EL,2015,25.5
A,MED_EI,B_60,T,TOTAL,PC,EL,2016,25.2
A,MED_EI,B_60,T,TOTAL,PC,EL,2017,24.0
A,MED_EI,B_60,T,TOTAL,PC,EL,2018,23.2
A,MED_EI,B_60,T,TOTAL,PC,EL,2019,23.2
A,MED_EI,B_60,T,TOTAL,PC,EL,2020,23.5
A,MED_EI,B_60,T,TOTAL,PC,EL,2021,24.7
A,MED_EI,B_60,T,TOTAL,PC,EL,2022,23.6
A,MED_EI,B_60,T,TOTAL,PC,EL,2023,23.1
A,MED_EI,B_60,T,TOTAL,PC,EL,2024,23.5
A,MED_EI,B_60,T,TOTAL,PC,EL,2025,23.2
A,MED_EI,B_60,T,TOTAL,PC,ES,1995,27.0
A,MED_EI,B_60,T,TOTAL,PC,ES,1996,26.0
A,MED_EI,B_60,T,TOTAL,PC,ES,1997,27.0
A,MED_EI,B_60,T,TOTAL,PC,ES,1998,25.0
A,MED_EI,B_60,T,TOTAL,PC,ES,1999,23.0
A,MED_EI,B_60,T,TOTAL,PC,ES,2000,22.0
A,MED_EI,B_60,T,TOTAL,PC,ES,2001,23.0
A,MED_EI,B_60,T,TOTAL,PC,ES,2002,22.0
A,MED_EI,B_60,T,TOTAL,PC,ES,2004,25.2
A,MED_EI,B_60,T,TOTAL,PC,ES,2005,24.5
A,MED_EI,B_60,T,TOTAL,PC,ES,2006,24.6
A,MED_EI,B_60,T,TOTAL,PC,ES,2007,23.7
A,MED_EI,B_60,T,TOTAL,PC,ES,2008,25.7
A,MED_EI,B_60,T,TOTAL,PC,ES,2009,26.9
A,MED_EI,B_60,T,TOTAL,PC,ES,2010,28.8
A,MED_EI,B_60,T,TOTAL,PC,ES,2011,30.0
A,MED_EI,B_60,T,TOTAL,PC,ES,2012,29.1
A,MED_EI,B_60,T,TOTAL,PC,ES,2013,30.0
A,MED_EI,B_60,T,TOTAL,PC,ES,2014,31.1
