freq,unit,asset10,geo,time,value
A,PC_GDP,N111G,LV,2000,2.2
A,PC_GDP,N111G,LV,2001,2.0
A,PC_GDP,N111G,LV,2002,1.7
A,PC_GDP,N111G,LV,2003,1.7
A,PC_GDP,N111G,LV,2004,2.5
A,PC_GDP,N111G,LV,2005,3.2
A,PC_GDP,N111G,LV,2006,5.5
A,PC_GDP,N111G,LV,2007,7.6
A,PC_GDP,N111G,LV,2008,6.4
A,PC_GDP,N111G,LV,2009,2.5
A,PC_GDP,N111G,LV,2010,1.7
A,PC_GDP,N111G,LV,2011,2.0
A,PC_GDP,N111G,LV,2012,2.5
A,PC_GDP,N111G,LV,2013,2.3
A,PC_GDP,N111G,LV,2014,2.6
A,PC_GDP,N111G,LV,2015,2.5
A,PC_GDP,N111G,LV,2016,2.1
A,PC_GDP,N111G,LV,2017,2.1
A,PC_GDP,N111G,LV,2018,2.6
A,PC_GDP,N111G,LV,2019,2.6
A,PC_GDP,N111G,LV,2020,2.6
A,PC_GDP,N111G,LV,2021,2.9
A,PC_GDP,N111G,LV,2022,2.6
A,PC_GDP,N111G,LV,2023,2.6
A,PC_GDP,N111G,LV,2024,2.5
A,PC_GDP,N111G,LV,2025,2.5
A,PC_GDP,N111G,MD,2014,16.8
A,PC_GDP,N111G,MD,2015,16.3
A,PC_GDP,N111G,MD,2016,15.0
A,PC_GDP,N111G,MD,2017,15.2
A,PC_GDP,N111G,MD,2018,15.6
A,PC_GDP,N111G,MD,2019,15.5
A,PC_GDP,N111G,MD,2020,15.9
A,PC_GDP,N111G,MD,2021,15.6
A,PC_GDP,N111G,MD,2022,14.1
A,PC_GDP,N111G,MD,2023,12.1
A,PC_GDP,N111G,MD,2024,12.4
A,PC_GDP,N111G,MD,2025,13.2
A,PC_GDP,N111G,ME,2006,4.4
A,PC_GDP,N111G,ME,2007,7.6
A,PC_GDP,N111G,ME,2008,10.2
A,PC_GDP,N111G,ME,2009,8.5
A,PC_GDP,N111G,ME,2010,6.2
A,PC_GDP,N111G,ME,2011,7.4
A,PC_GDP,N111G,ME,2012,7.2
A,PC_GDP,N111G,ME,2013,6.9
A,PC_GDP,N111G,ME,2014,4.2
A,PC_GDP,N111G,ME,2015,3.5
A,PC_GDP,N111G,ME,2016,3.4
A,PC_GDP,N111G,ME,2017,3.6
A,PC_GDP,N111G,ME,2018,4.2
A,PC_GDP,N111G,ME,2019,3.8
A,PC_GDP,N111G,ME,2020,4.6
A,PC_GDP,N111G,ME,2021,3.8
A,PC_GDP,N111G,ME,2022,4.2
A,PC_GDP,N111G,ME,2023,2.9
A,PC_GDP,N111G,ME,2024,3.7
A,PC_GDP,N111G,ME,2025,3.9
A,PC_GDP,N111G,MK,2000,7.2
A,PC_GDP,N111G,MK,2001,8.6
A,PC_GDP,N111G,MK,2002,7.3
A,PC_GDP,N111G,MK,2003,6.9
A,PC_GDP,N111G,MK,2004,7.6
A,PC_GDP,N111G,MK,2005,6.0
A,PC_GDP,N111G,MK,2006,6.6
A,PC_GDP,N111G,MK,2007,6.9
A,PC_GDP,N111G,MK,2008,7.7
A,PC_GDP,N111G,MK,2009,7.2
A,PC_GDP,N111G,MK,2010,6.6
A,PC_GDP,N111G,MK,2011,6.2
A,PC_GDP,N111G,MK,2012,6.1
A,PC_GDP,N111G,MK,2013,5.4
A,PC_GDP,N111G,MK,2014,5.2
A,PC_GDP,N111G,MK,2015,4.9
A,PC_GDP,N111G,MK,2016,4.6
A,PC_GDP,N111G,MK,2017,4.2
A,PC_GDP,N111G,MK,2018,3.9
A,PC_GDP,N111G,MK,2019,3.9
A,PC_GDP,N111G,MK,2020,4.1
A,PC_GDP,N111G,MK,2021,3.8
A,PC_GDP,N111G,MK,2022,4.1
A,PC_GDP,N111G,MK,2023,4.2
A,PC_GDP,N111G,MK,2024,4.2
A,PC_GDP,N111G,MK,2025,4.2
A,PC_GDP,N111G,MT,1995,7.1
A,PC_GDP,N111G,MT,1996,6.8
A,PC_GDP,N111G,MT,1997,6.3
A,PC_GDP,N111G,MT,1998,5.7
A,PC_GDP,N111G,MT,1999,4.8
A,PC_GDP,N111G,MT,2000,5.1
A,PC_GDP,N111G,MT,2001,6.0
A,PC_GDP,N111G,MT,2002,6.2
A,PC_GDP,N111G,MT,2003,7.7
A,PC_GDP,N111G,MT,2004,7.4
A,PC_GDP,N111G,MT,2005,6.8
A,PC_GDP,N111G,MT,2006,5.3
A,PC_GDP,N111G,MT,2007,6.7
A,PC_GDP,N111G,MT,2008,6.3
A,PC_GDP,N111G,MT,2009,6.2
A,PC_GDP,N111G,MT,2010,3.6
A,PC_GDP,N111G,MT,2011,3.7
A,PC_GDP,N111G,MT,2012,5.0
A,PC_GDP,N111G,MT,2013,4.1
A,PC_GDP,N111G,MT,2014,2.9
A,PC_GDP,N111G,MT,2015,2.9
A,PC_GDP,N111G,MT,2016,2.8
A,PC_GDP,N111G,MT,2017,3.1
A,PC_GDP,N111G,MT,2018,4.7
A,PC_GDP,N111G,MT,2019,5.0
A,PC_GDP,N111G,MT,2020,6.1
A,PC_GDP,N111G,MT,2021,6.0
A,PC_GDP,N111G,MT,2022,4.1
A,PC_GDP,N111G,MT,2023,3.8
A,PC_GDP,N111G,MT,2024,3.7
A,PC_GDP,N111G,MT,2025,3.6
A,PC_GDP,N111G,NL,1995,5.3
A,PC_GDP,N111G,NL,1996,5.5
A,PC_GDP,N111G,NL,1997,5.6
A,PC_GDP,N111G,NL,1998,5.5
A,PC_GDP,N111G,NL,1999,5.6
A,PC_GDP,N111G,NL,2000,5.6
A,PC_GDP,N111G,NL,2001,5.8
A,PC_GDP,N111G,NL,2002,5.5
A,PC_GDP,N111G,NL,2003,5.4
A,PC_GDP,N111G,NL,2004,5.7
A,PC_GDP,N111G,NL,2005,5.9
A,PC_GDP,N111G,NL,2006,6.1
A,PC_GDP,N111G,NL,2007,6.2
A,PC_GDP,N111G,NL,2008,6.1
A,PC_GDP,N111G,NL,2009,5.6
A,PC_GDP,N111G,NL,2010,4.6
A,PC_GDP,N111G,NL,2011,4.2
A,PC_GDP,N111G,NL,2012,3.6
A,PC_GDP,N111G,NL,2013,3.0
A,PC_GDP,N111G,NL,2014,3.1
A,PC_GDP,N111G,NL,2015,3.5
A,PC_GDP,N111G,NL,2016,4.2
A,PC_GDP,N111G,NL,2017,4.6
A,PC_GDP,N111G,NL,2018,5.0
A,PC_GDP,N111G,NL,2019,5.2
A,PC_GDP,N111G,NL,2020,5.5
A,PC_GDP,N111G,NL,2021,5.7
A,PC_GDP,N111G,NL,2022,5.5
A,PC_GDP,N111G,NL,2023,5.2
A,PC_GDP,N111G,NL,2024,5.2
A,PC_GDP,N111G,NL,2025,5.4
A,PC_GDP,N111G,NO,1995,3.1
A,PC_GDP,N111G,NO,1996,3.0
A,PC_GDP,N111G,NO,1997,3.3
A,PC_GDP,N111G,NO,1998,3.5
A,PC_GDP,N111G,NO,1999,3.4
A,PC_GDP,N111G,NO,2000,3.2
A,PC_GDP,N111G,NO,2001,3.5
A,PC_GDP,N111G,NO,2002,3.5
A,PC_GDP,N111G,NO,2003,3.6
A,PC_GDP,N111G,NO,2004,4.1
A,PC_GDP,N111G,NO,2005,4.3
A,PC_GDP,N111G,NO,2006,4.3
A,PC_GDP,N111G,NO,2007,4.5
A,PC_GDP,N111G,NO,2008,3.8
A,PC_GDP,N111G,NO,2009,3.8
A,PC_GDP,N111G,NO,2010,3.7
A,PC_GDP,N111G,NO,2011,4.2
A,PC_GDP,N111G,NO,2012,4.6
A,PC_GDP,N111G,NO,2013,4.8
A,PC_GDP,N111G,NO,2014,4.8
A,PC_GDP,N111G,NO,2015,5.1
A,PC_GDP,N111G,NO,2016,5.6
A,PC_GDP,N111G,NO,2017,5.8
A,PC_GDP,N111G,NO,2018,5.2
A,PC_GDP,N111G,NO,2019,5.3
A,PC_GDP,N111G,NO,2020,5.5
A,PC_GDP,N111G,NO,2021,4.9
A,PC_GDP,N111G,NO,2022,4.0
A,PC_GDP,N111G,NO,2023,4.3
A,PC_GDP,N111G,NO,2024,3.9
A,PC_GDP,N111G,NO,2025,3.8
A,PC_GDP,N111G,PL,1995,2.1
A,PC_GDP,N111G,PL,1996,2.1
A,PC_GDP,N111G,PL,1997,2.4
A,PC_GDP,N111G,PL,1998,2.6
A,PC_GDP,N111G,PL,1999,2.8
A,PC_GDP,N111G,PL,2000,3.0
A,PC_GDP,N111G,PL,2001,2.7
A,PC_GDP,N111G,PL,2002,2.7
A,PC_GDP,N111G,PL,2003,2.6
A,PC_GDP,N111G,PL,2004,3.2
A,PC_GDP,N111G,PL,2005,3.4
A,PC_GDP,N111G,PL,2006,3.5
A,PC_GDP,N111G,PL,2007,3.7
A,PC_GDP,N111G,PL,2008,3.8
A,PC_GDP,N111G,PL,2009,3.4
A,PC_GDP,N111G,PL,2010,3.0
A,PC_GDP,N111G,PL,2011,2.9
A,PC_GDP,N111G,PL,2012,3.0
A,PC_GDP,N111G,PL,2013,2.9
A,PC_GDP,N111G,PL,2014,3.1
A,PC_GDP,N111G,PL,2015,2.6
A,PC_GDP,N111G,PL,2016,2.5
A,PC_GDP,N111G,PL,2017,2.2
A,PC_GDP,N111G,PL,2018,2.0
A,PC_GDP,N111G,PL,2019,2.1
A,PC_GDP,N111G,PL,2020,2.2
A,PC_GDP,N111G,PL,2021,2.3
A,PC_GDP,N111G,PL,2022,2.2
A,PC_GDP,N111G,PL,2023,2.2
A,PC_GDP,N111G,PL,2024,2.1
A,PC_GDP,N111G,PL,2025,2.2
A,PC_GDP,N111G,PT,1995,7.3
A,PC_GDP,N111G,PT,1996,7.1
A,PC_GDP,N111G,PT,1997,7.5
A,PC_GDP,N111G,PT,1998,7.8
A,PC_GDP,N111G,PT,1999,8.0
A,PC_GDP,N111G,PT,2000,8.2
A,PC_GDP,N111G,PT,2001,7.8
A,PC_GDP,N111G,PT,2002,7.4
A,PC_GDP,N111G,PT,2003,6.2
A,PC_GDP,N111G,PT,2004,6.0
A,PC_GDP,N111G,PT,2005,6.0
A,PC_GDP,N111G,PT,2006,5.6
A,PC_GDP,N111G,PT,2007,5.2
A,PC_GDP,N111G,PT,2008,4.7
A,PC_GDP,N111G,PT,2009,4.1
A,PC_GDP,N111G,PT,2010,3.7
A,PC_GDP,N111G,PT,2011,3.3
A,PC_GDP,N111G,PT,2012,3.0
A,PC_GDP,N111G,PT,2013,2.5
A,PC_GDP,N111G,PT,2014,2.6
A,PC_GDP,N111G,PT,2015,2.6
A,PC_GDP,N111G,PT,2016,2.7
A,PC_GDP,N111G,PT,2017,3.0
A,PC_GDP,N111G,PT,2018,3.3
A,PC_GDP,N111G,PT,2019,3.4
A,PC_GDP,N111G,PT,2020,3.6
A,PC_GDP,N111G,PT,2021,4.1
A,PC_GDP,N111G,PT,2022,4.1
A,PC_GDP,N111G,PT,2023,4.1
A,PC_GDP,N111G,PT,2024,4.3
A,PC_GDP,N111G,PT,2025,4.7
A,PC_GDP,N111G,RO,1995,0.9
A,PC_GDP,N111G,RO,1996,1.0
A,PC_GDP,N111G,RO,1997,0.9
A,PC_GDP,N111G,RO,1998,0.8
A,PC_GDP,N111G,RO,1999,0.6
A,PC_GDP,N111G,RO,2000,1.0
A,PC_GDP,N111G,RO,2001,1.1
A,PC_GDP,N111G,RO,2002,1.5
A,PC_GDP,N111G,RO,2003,1.8
A,PC_GDP,N111G,RO,2004,1.6
A,PC_GDP,N111G,RO,2005,2.1
A,PC_GDP,N111G,RO,2006,1.8
A,PC_GDP,N111G,RO,2007,2.4
A,PC_GDP,N111G,RO,2008,3.1
A,PC_GDP,N111G,RO,2009,2.8
A,PC_GDP,N111G,RO,2010,2.9
A,PC_GDP,N111G,RO,2011,2.6
A,PC_GDP,N111G,RO,2012,2.9
A,PC_GDP,N111G,RO,2013,2.4
A,PC_GDP,N111G,RO,2014,2.4
A,PC_GDP,N111G,RO,2015,2.4
A,PC_GDP,N111G,RO,2016,2.6
A,PC_GDP,N111G,RO,2017,2.7
A,PC_GDP,N111G,RO,2018,2.0
A,PC_GDP,N111G,RO,2019,2.2
A,PC_GDP,N111G,RO,2020,2.4
A,PC_GDP,N111G,RO,2021,3.1
A,PC_GDP,N111G,RO,2022,3.2
A,PC_GDP,N111G,RO,2023,3.1
A,PC_GDP,N111G,RO,2024,2.9
A,PC_GDP,N111G,RO,2025,3.0
A,PC_GDP,N111G,RS,1995,2.8
A,PC_GDP,N111G,RS,1996,2.6
A,PC_GDP,N111G,RS,1997,2.6
A,PC_GDP,N111G,RS,1998,2.6
A,PC_GDP,N111G,RS,1999,2.7
A,PC_GDP,N111G,RS,2000,2.5
A,PC_GDP,N111G,RS,2001,2.3
A,PC_GDP,N111G,RS,2002,2.5
A,PC_GDP,N111G,RS,2003,2.9
A,PC_GDP,N111G,RS,2004,3.1
A,PC_GDP,N111G,RS,2005,3.1
A,PC_GDP,N111G,RS,2006,3.1
A,PC_GDP,N111G,RS,2007,2.9
A,PC_GDP,N111G,RS,2008,2.7
A,PC_GDP,N111G,RS,2009,2.6
A,PC_GDP,N111G,RS,2010,2.3
A,PC_GDP,N111G,RS,2011,2.1
A,PC_GDP,N111G,RS,2012,2.0
A,PC_GDP,N111G,RS,2013,1.6
A,PC_GDP,N111G,RS,2014,1.4
A,PC_GDP,N111G,RS,2015,1.4
A,PC_GDP,N111G,RS,2016,1.6
A,PC_GDP,N111G,RS,2017,1.9
A,PC_GDP,N111G,RS,2018,2.1
A,PC_GDP,N111G,RS,2019,2.3
A,PC_GDP,N111G,RS,2020,2.3
A,PC_GDP,N111G,RS,2021,2.7
A,PC_GDP,N111G,RS,2022,2.6
A,PC_GDP,N111G,RS,2023,2.6
A,PC_GDP,N111G,RS,2024,2.8
A,PC_GDP,N111G,RS,2025,2.5
A,PC_GDP,N111G,SE,1995,1.8
A,PC_GDP,N111G,SE,1996,1.9
A,PC_GDP,N111G,SE,1997,1.8
A,PC_GDP,N111G,SE,1998,1.9
A,PC_GDP,N111G,SE,1999,2.0
A,PC_GDP,N111G,SE,2000,2.3
A,PC_GDP,N111G,SE,2001,2.6
A,PC_GDP,N111G,SE,2002,3.0
A,PC_GDP,N111G,SE,2003,3.1
A,PC_GDP,N111G,SE,2004,3.4
A,PC_GDP,N111G,SE,2005,3.7
A,PC_GDP,N111G,SE,2006,4.1
A,PC_GDP,N111G,SE,2007,4.4
A,PC_GDP,N111G,SE,2008,3.9
A,PC_GDP,N111G,SE,2009,3.3
A,PC_GDP,N111G,SE,2010,3.7
A,PC_GDP,N111G,SE,2011,4.0
A,PC_GDP,N111G,SE,2012,3.5
A,PC_GDP,N111G,SE,2013,3.6
A,PC_GDP,N111G,SE,2014,4.2
A,PC_GDP,N111G,SE,2015,4.8
A,PC_GDP,N111G,SE,2016,5.3
A,PC_GDP,N111G,SE,2017,5.7
A,PC_GDP,N111G,SE,2018,5.2
A,PC_GDP,N111G,SE,2019,4.7
A,PC_GDP,N111G,SE,2020,5.0
A,PC_GDP,N111G,SE,2021,5.3
A,PC_GDP,N111G,SE,2022,5.2
A,PC_GDP,N111G,SE,2023,3.7
A,PC_GDP,N111G,SE,2024,3.2
A,PC_GDP,N111G,SE,2025,3.1
A,PC_GDP,N111G,SI,1995,3.4
A,PC_GDP,N111G,SI,1996,3.6
A,PC_GDP,N111G,SI,1997,4.0
A,PC_GDP,N111G,SI,1998,4.1
A,PC_GDP,N111G,SI,1999,4.0
A,PC_GDP,N111G,SI,2000,3.6
A,PC_GDP,N111G,SI,2001,3.4
A,PC_GDP,N111G,SI,2002,3.1
A,PC_GDP,N111G,SI,2003,2.9
A,PC_GDP,N111G,SI,2004,3.2
A,PC_GDP,N111G,SI,2005,3.7
A,PC_GDP,N111G,SI,2006,3.9
A,PC_GDP,N111G,SI,2007,4.2
A,PC_GDP,N111G,SI,2008,4.6
A,PC_GDP,N111G,SI,2009,3.9
A,PC_GDP,N111G,SI,2010,3.2
A,PC_GDP,N111G,SI,2011,2.8
A,PC_GDP,N111G,SI,2012,2.6
A,PC_GDP,N111G,SI,2013,2.4
A,PC_GDP,N111G,SI,2014,2.2
A,PC_GDP,N111G,SI,2015,2.2
A,PC_GDP,N111G,SI,2016,2.1
A,PC_GDP,N111G,SI,2017,2.1
A,PC_GDP,N111G,SI,2018,2.1
A,PC_GDP,N111G,SI,2019,2.2
A,PC_GDP,N111G,SI,2020,2.3
A,PC_GDP,N111G,SI,2021,2.4
A,PC_GDP,N111G,SI,2022,2.9
A,PC_GDP,N111G,SI,2023,3.0
A,PC_GDP,N111G,SI,2024,2.8
A,PC_GDP,N111G,SI,2025,2.5
A,PC_GDP,N111G,SK,1995,2.0
A,PC_GDP,N111G,SK,1996,2.4
A,PC_GDP,N111G,SK,1997,2.4
A,PC_GDP,N111G,SK,1998,2.8
A,PC_GDP,N111G,SK,1999,3.3
A,PC_GDP,N111G,SK,2000,5.2
A,PC_GDP,N111G,SK,2001,4.3
A,PC_GDP,N111G,SK,2002,4.4
A,PC_GDP,N111G,SK,2003,4.1
A,PC_GDP,N111G,SK,2004,3.7
A,PC_GDP,N111G,SK,2005,3.9
A,PC_GDP,N111G,SK,2006,3.2
A,PC_GDP,N111G,SK,2007,3.3
A,PC_GDP,N111G,SK,2008,3.4
A,PC_GDP,N111G,SK,2009,3.9
A,PC_GDP,N111G,SK,2010,3.3
A,PC_GDP,N111G,SK,2011,3.2
A,PC_GDP,N111G,SK,2012,3.3
A,PC_GDP,N111G,SK,2013,3.6
A,PC_GDP,N111G,SK,2014,3.1
A,PC_GDP,N111G,SK,2015,2.9
A,PC_GDP,N111G,SK,2016,3.5
A,PC_GDP,N111G,SK,2017,3.2
A,PC_GDP,N111G,SK,2018,3.6
A,PC_GDP,N111G,SK,2019,3.5
A,PC_GDP,N111G,SK,2020,4.1
A,PC_GDP,N111G,SK,2021,4.4
A,PC_GDP,N111G,SK,2022,4.8
A,PC_GDP,N111G,SK,2023,4.2
A,PC_GDP,N111G,SK,2024,3.5
A,PC_GDP,N111G,SK,2025,2.9
A,PC_GDP,N111G,TR,2009,5.1
A,PC_GDP,N111G,TR,2010,5.2
A,PC_GDP,N111G,TR,2011,6.6
A,PC_GDP,N111G,TR,2012,6.5
A,PC_GDP,N111G,TR,2013,7.4
A,PC_GDP,N111G,TR,2014,7.7
A,PC_GDP,N111G,TR,2015,7.9
A,PC_GDP,N111G,TR,2016,7.8
A,PC_GDP,N111G,TR,2017,8.2
A,PC_GDP,N111G,TR,2018,8.4
A,PC_GDP,N111G,TR,2019,6.4
A,PC_GDP,N111G,TR,2020,5.7
A,PC_GDP,N111G,TR,2021,5.7
A,PC_GDP,N111G,TR,2022,5.4
A,PC_GDP,N111G,TR,2023,6.5
A,PC_GDP,N111G,TR,2024,7.1
A,PC_GDP,N111G,TR,2025,7.4
A,PC_GDP,N111G,UA,2010,2.8
A,PC_GDP,N111G,UA,2011,2.2
A,PC_GDP,N111G,UA,2012,2.4
A,PC_GDP,N111G,UA,2013,2.7
A,PC_GDP,N111G,UA,2014,2.7
A,PC_GDP,N111G,UA,2015,2.8
A,PC_GDP,N111G,UA,2016,2.6
A,PC_GDP,N111G,UA,2017,2.6
A,PC_GDP,N111G,UA,2018,2.5
A,PC_GDP,N111G,UA,2019,2.3
A,PC_GDP,N111G,UA,2020,1.4
A,PC_GDP,N111G,UA,2021,1.6
A,PC_GDP,N111G,UA,2022,1.0
A,PC_GDP,N111G,UA,2023,0.9
A,PC_GDP,N111G,UA,2024,1.1
A,PC_GDP,N111G,XK,2008,13.9
A,PC_GDP,N111G,XK,2009,13.8
A,PC_GDP,N111G,XK,2010,13.6
A,PC_GDP,N111G,XK,2011,14.6
A,PC_GDP,N111G,XK,2012,14.9
A,PC_GDP,N111G,XK,2013,14.4
A,PC_GDP,N111G,XK,2014,15.4
A,PC_GDP,N111G,XK,2015,16.3
A,PC_GDP,N111G,XK,2016,15.6
A,PC_GDP,N111G,XK,2017,17.1
A,PC_GDP,N111G,XK,2018,18.1
A,PC_GDP,N111G,XK,2019,18.5
A,PC_GDP,N111G,XK,2020,18.2
A,PC_GDP,N111G,XK,2021,21.0
A,PC_GDP,N111G,XK,2022,21.6
A,PC_GDP,N111G,XK,2023,19.5
A,PC_GDP,N111G,XK,2024,18.2
